,months_since_lead_gen,lead_gen_channel,Gender,Age,City,airline_loyalty_tier,no_of_family_members,is_6M_enquiry,is_3M_active,Status,Converted_y_N,Prediction Probability
2549,3.0,1.0,1.0,2.5350746984524526,0.0,2.0,2.0,1.0,1.0,0.0,0,0.03149107859717453
10957,5.4295471762449425,0.0,0.0,2.559729830312301,5.4295471762449425,0.0,1.0,0.0,0.0,3.0,1,0.9718656695383527
4916,5.0,1.0,0.0,2.5985366483993895,0.0,4.0,1.0,1.0,1.0,0.0,1,0.6614516200032717
10015,4.098556985008393,2.0,0.09855698500839316,2.6382584670524034,9.0,2.0,1.0,0.0,0.0,3.0,1,0.9889906067912396
5053,3.0,1.0,1.0,2.3250797444737543,3.0,2.0,2.0,1.0,1.0,0.0,0,0.0057330121721976424
5161,4.0,0.0,0.0,2.444897673102868,6.0,4.0,2.0,0.0,0.0,3.0,0,0.11083518045887336
225,4.0,1.0,0.0,2.307063035651694,1.0,3.0,2.0,1.0,0.0,2.0,0,0.0828788386220686
5402,4.0,1.0,0.0,2.6789736147665053,9.0,2.0,2.0,1.0,1.0,0.0,0,0.10910967815066058
5192,6.0,1.0,0.0,2.554431860990937,4.0,2.0,2.0,1.0,1.0,0.0,0,0.10405742836664847
3541,4.0,2.0,0.0,2.492824463854442,7.0,2.0,2.0,0.0,0.0,3.0,0,0.06904675559077524
9163,4.0,2.0,0.33334791124581276,2.3769320513954733,3.0,2.0,3.0,0.0,1.0,1.0,1,0.9714609503125491
7010,4.21391370382736,0.0,0.0,2.6255685572597707,10.0,4.0,1.7860862961726403,0.0,1.0,1.0,1,0.979457794929833
6321,4.0,0.0,0.0,2.469655202750048,9.0,3.0,1.0,0.0,1.0,1.0,0,0.39749888302486885
2501,3.0,1.0,1.0,2.6375409724130505,9.0,2.0,1.0,1.0,0.0,2.0,0,0.5510974499509104
3649,4.0,2.0,1.0,2.288176324422878,4.0,3.0,2.0,1.0,1.0,0.0,1,0.2508292389508835
23,3.0,1.0,1.0,2.481426676229533,3.0,2.0,2.0,0.0,0.0,3.0,0,0.023681319404513748
6300,5.0,1.0,0.0,2.404313823748339,6.0,2.0,2.0,0.0,1.0,1.0,0,0.005554282732242523
7265,5.0,1.0,0.0,2.5946714140759766,0.0330051681491883,4.0,1.0330051681491883,1.0,1.0,0.0,1,0.9575175663374217
6681,4.0,1.0,0.0,2.503869564022474,7.0,0.0,1.0,1.0,1.0,0.0,0,0.16091549910792965
9814,2.256263846470195,1.0,0.0,2.570495170276453,1.7437361535298048,2.0,1.7437361535298048,0.0,0.0,3.0,1,0.9826444828027107
2614,3.0,2.0,0.0,2.225445051482812,3.0,0.0,1.0,1.0,0.0,2.0,0,0.17670410667089345
3617,3.0,1.0,0.0,2.4318593876580854,0.0,2.0,2.0,1.0,1.0,0.0,0,0.008478224431314527
5732,5.0,1.0,1.0,2.6375409724130505,9.0,4.0,1.0,0.0,1.0,1.0,0,0.5664151617173132
10869,6.0,2.0,0.0,2.631793162844338,10.0,2.0,1.3816850928188555,0.0,0.0,3.0,1,0.9870445896041578
4438,4.0,0.0,1.0,2.65891420651245,6.0,4.0,1.0,0.0,1.0,1.0,1,0.9485960237123675
5743,4.0,1.0,0.0,2.5637191659191334,4.0,0.0,2.0,1.0,1.0,0.0,0,0.18808404434538584
8476,2.9120901749428887,0.9120901749428886,1.0,2.599762488561037,0.9120901749428886,2.0,1.0,0.0,1.0,1.0,1,0.9935398901379915
4735,4.0,2.0,1.0,2.4318593876580854,6.0,0.0,1.0,1.0,1.0,0.0,0,0.08975937771716075
8812,3.0,1.4713347152764236,0.0,2.618775144242116,3.0,2.5286652847235764,1.0,1.0,0.0,2.0,1,0.9763632970818373
723,3.0,1.0,0.0,2.469655202750048,9.0,2.0,2.0,0.0,1.0,1.0,0,0.028653092853866507
3844,3.0,1.0,1.0,2.5985366483993895,4.0,1.0,2.0,0.0,1.0,1.0,0,0.18058493035248724
1131,3.0,0.0,0.0,2.524977524647276,0.0,4.0,1.0,0.0,1.0,1.0,1,0.7847824224203206
8445,3.553264242944257,0.0,0.0,2.4074616895839713,9.0,2.0,1.0,0.0,1.0,1.0,1,0.6521952496679381
3466,2.0,2.0,1.0,2.2683401851981295,6.0,2.0,1.0,0.0,1.0,1.0,0,0.12581244057049398
8253,5.0,2.0,0.7892506071253983,2.539154208705213,6.0,2.0,1.0,0.0,1.0,1.0,1,0.9874403845839554
349,6.0,0.0,0.0,2.590160680985161,6.0,0.0,4.0,0.0,0.0,3.0,1,0.9562049546535379
5415,4.0,1.0,1.0,2.6067097709889424,9.0,1.0,1.0,1.0,1.0,0.0,0,0.29298193465145894
6442,3.0,2.0,1.0,2.444897673102868,1.0,3.0,1.0,1.0,1.0,0.0,0,0.08222141890073838
8552,3.925650329083855,0.0,0.0,2.5608387376398194,0.9256503290838549,4.0,1.0,0.0,1.0,1.0,1,0.9709602170101543
9617,3.0,1.0,0.0,2.479459828408687,0.0,4.0,1.0,0.0,1.0,1.0,1,0.6247590626596778
9665,5.0,0.0,0.0,2.5732404996111087,2.0,2.0,2.0542828160853217,0.054282816085321484,0.0,2.9457171839146783,1,0.9832360646303311
2065,3.0,1.0,0.0,2.5637191659191334,3.0,2.0,2.0,0.0,0.0,3.0,0,0.2887198061133787
3634,5.0,0.0,0.0,2.554431860990937,10.0,4.0,1.0,0.0,0.0,3.0,1,0.9390793171603512
3539,4.0,0.0,1.0,2.389737358340596,3.0,1.0,1.0,0.0,0.0,3.0,0,0.12400665986927104
9488,5.0,2.0,0.0,2.5758827841400493,10.0,2.0,1.432565624897943,0.0,1.0,1.0,1,0.9996044303797469
4599,5.0,2.0,1.0,2.3587758197041415,3.0,2.0,2.0,1.0,1.0,0.0,0,0.0051943349548867436
8569,4.202364906641775,1.0,0.0,2.510178485516416,6.0,4.0,1.0,0.0,1.0,1.0,1,0.8563663395471598
10661,3.0,1.0,0.0,2.5424332308814224,6.133533385693589,1.8664666143064115,1.0,0.0,1.0,1.0,1,0.9156500909944693
9866,3.0,1.0,0.0,2.5637191659191334,6.0,2.0,1.0,0.0,1.0,1.0,1,0.9499733693748957
8143,4.2137163952682295,1.0,1.0,2.5061588391316354,5.0,1.2137163952682297,1.0,1.0,0.0,2.0,1,0.9420952077014701
1480,4.0,2.0,1.0,2.374572871755165,1.0,0.0,1.0,0.0,1.0,1.0,0,0.27023956454752596
9421,4.00084383396686,1.0,0.0,2.5814572068704003,4.0,2.0,1.0,0.0,1.0,1.0,1,0.9542028506985691
1050,5.0,1.0,1.0,2.6224819363729917,9.0,0.0,1.0,0.0,0.0,3.0,1,0.8225044833018142
8351,3.0622753891802414,1.0,0.0,2.572762252517431,7.9377246108197586,2.0,1.0,1.0,1.0,0.0,1,0.9092747180286366
6462,4.0,2.0,0.0,2.444897673102868,9.0,2.0,2.0,0.0,0.0,3.0,1,0.1864888564743073
5873,5.0,0.0,0.0,2.3587758197041415,10.0,2.0,1.0,1.0,1.0,0.0,1,0.30496684541047125
7772,4.985660521365988,0.9856605213659876,0.0,2.5151527432272998,10.0,3.0143394786340125,3.0,0.0,1.0,1.0,1,0.9878691983122362
3425,3.0,1.0,0.0,2.404313823748339,1.0,4.0,2.0,1.0,1.0,0.0,0,0.12928445442553682
493,4.0,1.0,1.0,2.5350746984524526,10.0,4.0,1.0,0.0,1.0,1.0,0,0.33413658486771497
2392,4.0,1.0,1.0,2.672424040037831,8.0,3.0,1.0,0.0,0.0,3.0,1,0.8759419403918659
10648,3.3701742305429176,2.0,1.0,2.4841627381095615,4.0,0.0,1.0,1.0,1.0,0.0,1,0.4688314096877506
8200,4.0,0.0,0.0,2.53099720752438,6.0,0.0,1.7473272539433853,0.0,0.0,3.0,1,0.9788442462968268
10735,3.0,1.0,0.0,2.524903222726123,5.177410586652116,0.0,1.0,0.0,0.0,3.0,1,0.7955308827717418
907,6.0,1.0,0.0,2.4318593876580854,9.0,2.0,1.0,0.0,1.0,1.0,0,0.24569383627049363
8821,5.432911691266832,0.0,1.0,2.533122214980816,0.0,0.0,1.0,0.4329116912668318,0.0,2.567088308733168,1,0.9369448764120003
1139,3.0,2.0,1.0,2.342296594692339,9.0,0.0,1.0,1.0,1.0,0.0,0,0.12443127989087548
6890,4.0,2.0,0.0,2.481426676229533,9.0,0.0,2.0,1.0,1.0,0.0,0,0.1100731862856133
1222,4.0,0.0,0.0,2.444897673102868,6.0,3.0,3.0,1.0,1.0,0.0,1,0.7329104185386273
6924,5.0,1.0,1.0,2.492824463854442,8.0,2.0,2.0,0.0,1.0,1.0,0,0.021902069449537806
4752,3.0,1.0,1.0,2.4183424053220275,1.0,4.0,1.0,0.0,0.0,3.0,0,0.05578073884178638
10828,3.0,2.0,1.0,2.444897673102868,8.125137848843476,2.0,1.0,0.0,1.0,1.0,1,0.8111408832031356
7953,1.4899474227896101,1.0,0.0,2.619164367118706,2.5100525772103897,2.0,1.4899474227896101,0.0,0.0,3.0,1,0.9832340128226205
1906,3.0,2.0,1.0,2.4574871831877636,3.0,2.0,1.0,0.0,1.0,1.0,0,0.40954478938543476
4433,5.0,0.0,1.0,2.492824463854442,6.0,4.0,1.0,1.0,1.0,0.0,1,0.6388112881624456
1185,5.0,2.0,0.0,2.5448880909648666,0.0,1.0,1.0,0.0,1.0,1.0,0,0.37079277301971986
2777,4.0,0.0,1.0,2.404313823748339,0.0,0.0,2.0,0.0,1.0,1.0,0,0.22362711759763337
8161,4.356828630538101,0.3568286305381009,0.0,2.5402120424058126,10.0,3.643171369461899,3.0,0.0,1.0,1.0,1,0.9929324894514767
1559,3.0,1.0,1.0,2.6375409724130505,2.0,2.0,3.0,1.0,1.0,0.0,1,0.8668071549476593
8719,4.4440896286226,0.0,1.0,2.5879293163970654,2.4440896286225997,0.0,2.5559103713774003,0.0,1.0,1.0,1,0.9937196266867684
3040,6.0,2.0,1.0,2.389737358340596,4.0,2.0,2.0,1.0,1.0,0.0,0,0.005872467897784352
4331,4.0,2.0,1.0,2.492824463854442,10.0,3.0,1.0,1.0,1.0,0.0,0,0.07715867266852881
200,5.0,0.0,0.0,2.503869564022474,3.0,2.0,1.0,1.0,1.0,0.0,0,0.2995088051582145
707,4.0,0.0,1.0,2.503869564022474,4.0,3.0,2.0,1.0,1.0,0.0,0,0.03306818936007319
1119,4.0,0.0,1.0,2.514581307060663,4.0,0.0,2.0,1.0,0.0,2.0,0,0.11037893311664121
8724,3.0,1.0,0.7362384302228474,2.684754758375974,1.0,2.0,1.0,0.0,1.0,1.0,1,0.9936698121312789
175,4.0,2.0,1.0,2.404313823748339,6.0,2.0,2.0,0.0,1.0,1.0,0,0.006195794055848138
8520,5.960619873788263,0.0,0.0,2.5687018838842715,3.9606198737882634,0.0,1.9606198737882632,1.0,1.0,0.0,1,0.9735347076188477
2995,3.0,2.0,1.0,2.4183424053220275,3.0,3.0,1.0,0.0,1.0,1.0,0,0.2923290899911878
2998,4.0,1.0,0.0,2.503869564022474,7.0,2.0,1.0,0.0,1.0,1.0,0,0.4065747472098864
2968,3.0,1.0,0.0,2.5350746984524526,2.0,2.0,2.0,0.0,1.0,1.0,1,0.3528452209683052
4328,4.0,1.0,1.0,2.665739288314852,4.0,2.0,1.0,1.0,1.0,0.0,0,0.15440925645900883
2675,4.0,0.0,0.0,2.307063035651694,6.0,4.0,1.0,1.0,1.0,0.0,0,0.1968920411537098
4199,4.0,1.0,1.0,2.590160680985161,8.0,4.0,1.0,1.0,0.0,2.0,1,0.5780743449548431
2528,4.0,0.0,1.0,2.503869564022474,4.0,2.0,2.0,1.0,1.0,0.0,0,0.03725989768897438
2376,3.0,1.0,0.0,2.5350746984524526,10.0,2.0,2.0,1.0,1.0,0.0,0,0.025098948445883826
6891,4.0,0.0,1.0,2.554431860990937,1.0,1.0,1.0,1.0,0.0,2.0,0,0.4883658608148656
9745,5.0,1.0,0.7199690722966245,2.6445156572219166,1.0,2.0,1.0,1.0,1.0,0.0,1,0.9428768294242357
121,3.0,1.0,1.0,2.503869564022474,5.0,2.0,1.0,0.0,1.0,1.0,1,0.5657369619161076
9602,2.0,0.0,0.0,2.6372752318599573,5.0,0.0,1.0,0.9643016861135006,1.0,0.035698313886499355,1,0.9531643676806704
7498,2.0,0.0,0.2681245364561289,2.4905683399368415,1.2681245364561289,4.0,1.0,0.0,1.0,1.0,1,0.9383521531418033
5440,5.0,1.0,0.0,2.389737358340596,10.0,2.0,2.0,0.0,1.0,1.0,0,0.019372193124985383
7385,3.0,1.0,1.0,2.605441795506005,5.0,2.0,1.0,0.0,1.0,1.0,1,0.9541130140211145
10572,4.3748207575387985,1.0,1.0,2.5222626555466725,0.6251792424612013,4.0,1.0,0.0,1.0,1.0,1,0.809985597031978
4410,5.0,2.0,0.0,2.4574871831877636,8.0,0.0,1.0,1.0,0.0,2.0,0,0.11476163713079296
9579,4.0,0.0,0.0,2.5464523749482395,5.0426416129962295,2.0,2.0,0.0,0.0,3.0,1,0.6228151239162971
9173,4.0,0.8866050386999593,0.8866050386999593,2.5811147627414623,6.0,2.113394961300041,3.0,1.0,1.0,0.0,1,0.9866364537084057
9073,4.0,0.0,1.0,2.43388914459268,6.0,0.0,1.26484761833491,0.0,1.0,1.0,1,0.9525822270286745
3956,3.0,1.0,1.0,2.5637191659191334,6.0,2.0,1.0,0.0,1.0,1.0,0,0.6047024410808851
1628,4.0,2.0,1.0,2.5350746984524526,0.0,2.0,2.0,0.0,1.0,1.0,0,0.0922801421917207
8798,5.0,0.7290631403199107,1.0,2.469655202750048,3.0,0.0,1.7290631403199108,0.0,0.0,3.0,1,0.9668032575515823
10275,3.813661962706355,1.0,0.0,2.6313936902316497,6.813661962706354,0.0,1.0,0.0,0.0,3.0,1,0.9765651555600412
11064,5.0,0.0,0.0,2.5199846521797045,0.0,2.0,1.0,0.0,0.0,3.0,1,0.8349695793488165
10814,5.0,1.0,0.0,2.4787110492871087,4.0,2.0,1.0,0.0,1.0,1.0,1,0.7385832541211796
373,3.0,1.0,1.0,2.554431860990937,1.0,2.0,2.0,0.0,1.0,1.0,0,0.07668615460406226
1283,3.0,1.0,1.0,2.503869564022474,3.0,2.0,2.0,0.0,1.0,1.0,0,0.08364275220562205
4451,3.0,1.0,0.0,2.732566676514827,0.0,2.0,1.0,1.0,1.0,0.0,0,0.0830259156179131
6652,5.0,0.0,0.0,2.6448209702670016,3.0,4.0,1.0,1.0,1.0,0.0,0,0.6130182715439602
10214,5.0,2.0,0.4201717516778458,2.4232965082343596,7.0,2.0,2.0,1.0,1.0,0.0,1,0.9332852158759887
2078,4.0,0.0,1.0,2.6300969078575585,3.0,0.0,1.0,0.0,1.0,1.0,1,0.9657684759602108
8230,3.0,0.0,1.0,2.6146422731604457,5.301565603433448,0.0,1.0,0.0,1.0,1.0,1,0.9962816455696202
4342,6.0,1.0,1.0,2.4318593876580854,7.0,2.0,2.0,0.0,1.0,1.0,0,0.017586871267750683
887,4.0,1.0,0.0,2.5985366483993895,3.0,2.0,1.0,0.0,1.0,1.0,1,0.9430207042688428
6295,5.0,2.0,1.0,2.554431860990937,3.0,2.0,2.0,1.0,1.0,0.0,0,0.044302943472859596
6329,4.0,0.0,0.0,2.5637191659191334,4.0,0.0,2.0,0.0,1.0,1.0,0,0.4564944668748014
61,5.0,1.0,1.0,2.6375409724130505,4.0,2.0,2.0,1.0,1.0,0.0,0,0.03521188041752763
4033,3.0,1.0,1.0,2.590160680985161,1.0,1.0,1.0,0.0,1.0,1.0,1,0.8302301290595857
8106,3.0,1.0,0.3750007787520989,2.5709711906158024,4.624999221247901,2.375000778752099,1.0,0.0,0.0,3.0,1,0.9906386221538865
10726,3.0,0.4644284177129827,1.0,2.5670367625601322,2.4644284177129827,2.0,1.0,0.0,1.0,1.0,1,0.9960443037974683
4124,5.0,0.0,1.0,2.554431860990937,10.0,2.0,1.0,1.0,0.0,2.0,1,0.836066526679157
4117,3.0,2.0,0.0,2.3250797444737543,4.0,0.0,1.0,1.0,0.0,2.0,1,0.29332820776172286
4180,4.0,1.0,0.0,2.389737358340596,10.0,2.0,1.0,1.0,1.0,0.0,0,0.17392182240910534
7175,4.0,1.5157219529624653,0.0,2.5981750419724405,1.0,2.0,1.0,0.0,1.0,1.0,1,0.9690963195198118
6583,4.0,2.0,0.0,2.665739288314852,7.0,0.0,1.0,1.0,0.0,2.0,0,0.21011037419926593
4134,4.0,1.0,1.0,2.389737358340596,5.0,0.0,1.0,0.0,0.0,3.0,0,0.06813618261574525
7929,4.0,0.0,0.0,2.508664895564331,4.0,0.2571189897017333,1.2571189897017332,0.0,1.0,1.0,1,0.9153827516076214
735,3.0,1.0,1.0,2.469655202750048,1.0,4.0,1.0,0.0,1.0,1.0,0,0.06806350966812619
5294,3.0,1.0,1.0,2.469655202750048,9.0,2.0,2.0,0.0,1.0,1.0,0,0.08242798699234603
5883,2.0,0.0,0.0,2.4318593876580854,8.0,0.0,1.0,1.0,0.0,2.0,1,0.5247937596665895
6582,6.0,2.0,0.0,2.2474642325978444,0.0,4.0,1.0,1.0,0.0,2.0,0,0.08983426898821319
4063,5.0,0.0,0.0,2.4183424053220275,5.0,2.0,1.0,0.0,0.0,3.0,0,0.2995852900341555
10559,3.8382784156813905,0.0,1.0,2.5001643255042763,6.0,4.0,1.0,0.0,1.0,1.0,1,0.9228253853934774
1673,4.0,1.0,0.0,2.5985366483993895,9.0,0.0,2.0,1.0,1.0,0.0,0,0.24657389734551635
332,5.0,0.0,1.0,2.2474642325978444,7.0,3.0,2.0,1.0,1.0,0.0,0,0.029944167769824497
7342,3.0,0.866315805037316,1.0,2.5624776000364347,2.0,2.0,1.0,0.0,1.0,1.0,1,0.9948409393737508
6649,6.0,1.0,1.0,2.4318593876580854,4.0,4.0,1.0,0.0,0.0,3.0,0,0.076421183762613
758,5.0,2.0,1.0,2.4574871831877636,1.0,2.0,1.0,0.0,1.0,1.0,0,0.21177436203178834
6025,6.0,1.0,1.0,2.444897673102868,5.0,2.0,2.0,1.0,0.0,2.0,0,0.010453891066325915
226,4.0,2.0,0.0,2.590160680985161,8.0,2.0,2.0,1.0,0.0,2.0,0,0.31018166190208357
2878,4.0,1.0,1.0,2.3587758197041415,6.0,4.0,2.0,1.0,0.0,2.0,0,0.06994364084857678
7590,3.2215080930746263,2.0,0.0,2.6008839200652654,0.0,2.0,1.0,0.0,1.0,1.0,1,0.9442268997565466
3952,5.0,1.0,1.0,2.5350746984524526,10.0,2.0,2.0,0.0,1.0,1.0,0,0.05702712203451906
1727,2.0,1.0,0.0,2.389737358340596,1.0,2.0,2.0,0.0,1.0,1.0,0,0.07915020612168593
9308,4.0,0.11722817298715527,1.0,2.5326722956212824,0.11722817298715527,4.0,1.0,0.0,1.0,1.0,1,0.9671536796536797
4400,4.0,2.0,1.0,2.4574871831877636,7.0,2.0,1.0,1.0,0.0,2.0,0,0.17407258006592038
7819,4.073359662555112,1.9266403374448877,0.0,2.2933554795732727,3.0,2.0,3.0,0.0,1.0,1.0,1,0.9711907776595043
7788,5.0,0.0,0.0,2.484081786912532,6.049491305978925,0.0,1.0,0.0,1.0,1.0,1,0.878271755773945
6561,4.0,0.0,1.0,2.469655202750048,10.0,4.0,2.0,1.0,0.0,2.0,0,0.11408104868532352
4588,5.0,0.0,0.0,2.524977524647276,9.0,4.0,2.0,0.0,1.0,1.0,0,0.1699371257147445
2679,5.0,0.0,1.0,2.342296594692339,3.0,2.0,2.0,1.0,1.0,0.0,0,0.006275799467348239
10650,5.0,1.0,1.0,2.5609643701452662,9.056062592832985,2.0,1.0,1.0,1.0,0.0,1,0.7915844658415786
4612,3.0,0.0,1.0,2.514581307060663,7.0,4.0,1.0,1.0,0.0,2.0,0,0.46525527290982677
2413,6.0,2.0,1.0,2.492824463854442,10.0,2.0,2.0,1.0,1.0,0.0,0,0.04321799857055765
10355,4.310439309304581,0.3104393093045812,1.0,2.5350746984524526,0.0,4.0,1.0,0.0,1.0,1.0,1,0.9862388230921528
3472,2.0,1.0,1.0,2.5350746984524526,3.0,2.0,2.0,1.0,1.0,0.0,0,0.06555507800756066
1124,4.0,1.0,1.0,2.514581307060663,9.0,2.0,2.0,1.0,1.0,0.0,0,0.027609683999296804
3006,3.0,1.0,1.0,2.4574871831877636,10.0,2.0,1.0,1.0,1.0,0.0,1,0.3783842432806357
904,3.0,2.0,0.0,2.503869564022474,5.0,2.0,2.0,1.0,0.0,2.0,0,0.09339446838883488
10739,5.0,0.0,0.8780663804787828,2.5170801404493286,9.0,1.1219336195212173,1.0,1.0,0.0,2.0,1,0.9396029825432282
7016,4.3520531268483245,2.0,0.6479468731516759,2.595587862880831,10.0,2.0,1.0,0.0,1.0,1.0,1,0.9914020640565688
2253,5.0,1.0,1.0,2.481426676229533,1.0,0.0,1.0,1.0,0.0,2.0,1,0.3508030983040292
7092,2.105348073052301,0.0,0.10534807305230076,2.6405116106566253,8.0,0.8946519269476992,2.894651926947699,0.0,0.0,3.0,1,0.994831223628692
9812,3.0,2.0,0.450015496680925,2.5508287116649546,8.0,2.0,1.0,0.0,1.0,1.0,1,0.9841973603049554
4562,4.0,1.0,1.0,2.5815725377636167,3.0,0.0,1.0,0.0,0.0,3.0,0,0.48624565429367117
9660,3.0,1.0,0.8193811486980374,2.6632474821224763,3.0,2.0,2.1806188513019626,0.0,1.0,1.0,1,0.9993670886075949
1275,3.0,1.0,1.0,2.492824463854442,1.0,4.0,1.0,0.0,1.0,1.0,0,0.24467739223209156
6784,5.0,0.0,1.0,2.2474642325978444,8.0,2.0,2.0,0.0,1.0,1.0,0,0.03651969106494521
10158,3.0,0.0,0.6409786857283624,2.5288885053071626,7.359021314271637,0.0,1.0,0.0,0.0,3.0,1,0.9964936434873144
1981,4.0,1.0,0.0,2.444897673102868,3.0,2.0,1.0,1.0,1.0,0.0,1,0.5820528662669282
986,3.0,1.0,1.0,2.374572871755165,3.0,0.0,1.0,0.0,0.0,3.0,0,0.0750440837417167
5150,5.0,1.0,0.0,2.5448880909648666,10.0,3.0,1.0,0.0,0.0,3.0,0,0.2979816720337746
5058,3.0,0.0,0.0,2.5637191659191334,6.0,2.0,2.0,1.0,1.0,0.0,0,0.22240306752005262
5169,3.0,2.0,1.0,2.225445051482812,10.0,0.0,1.0,1.0,1.0,0.0,0,0.07357267332063544
4536,3.0,1.0,0.0,2.307063035651694,8.0,1.0,1.0,0.0,1.0,1.0,0,0.13146711126023933
10162,3.5042126387969392,0.4957873612030608,0.0,2.644292839942965,4.0,4.0,1.0,0.0,1.0,1.0,1,0.9988132911392406
2262,5.0,1.0,0.0,2.389737358340596,9.0,2.0,1.0,0.0,0.0,3.0,0,0.11885367579399769
1251,4.0,1.0,0.0,2.469655202750048,3.0,2.0,2.0,1.0,1.0,0.0,0,0.03876201826220441
2506,5.0,0.0,1.0,2.374572871755165,4.0,0.0,2.0,0.0,1.0,1.0,0,0.0739440452418565
5282,5.0,1.0,0.0,2.202163620820217,7.0,2.0,2.0,1.0,0.0,2.0,0,0.05883530661619777
779,5.0,0.0,0.0,2.572762252517431,0.0,2.0,1.0,0.0,1.0,1.0,0,0.7639296190174036
2505,2.0,0.0,0.0,2.5350746984524526,6.0,0.0,2.0,0.0,1.0,1.0,0,0.2644060812459012
4779,4.0,1.0,0.0,2.469655202750048,5.0,2.0,1.0,1.0,0.0,2.0,1,0.4075093759700976
7928,6.0,0.0,0.44077092507897975,2.693357239403323,7.440770925078979,4.0,1.8815418501579595,0.5592290749210203,0.0,2.4407709250789797,1,0.9919182083739045
116,5.0,1.0,1.0,2.374572871755165,8.0,3.0,1.0,0.0,0.0,3.0,0,0.04163724165389722
749,5.0,1.0,0.0,2.389737358340596,1.0,2.0,2.0,0.0,0.0,3.0,0,0.02448716275037943
6621,3.0,2.0,1.0,2.3250797444737543,1.0,0.0,1.0,1.0,1.0,0.0,1,0.3876796794177855
76,4.0,2.0,1.0,2.1512396018063,4.0,2.0,2.0,0.0,1.0,1.0,0,0.007346736162819559
5140,5.0,2.0,1.0,2.2474642325978444,1.0,2.0,1.0,1.0,1.0,0.0,0,0.08793095555474557
8929,3.0,1.8902477995646318,0.0,2.5583531776042623,1.0,2.0,1.0,0.0,0.0,3.0,1,0.957503358517878
6933,4.0,2.0,0.0,2.503869564022474,1.0,2.0,2.0,0.0,1.0,1.0,0,0.18140977155158441
5544,3.0,1.0,1.0,2.590160680985161,5.0,2.0,1.0,1.0,1.0,0.0,1,0.7313468344868977
6713,2.0,1.0,0.0,2.389737358340596,10.0,4.0,1.0,1.0,0.0,2.0,0,0.09963458678741631
3113,3.0,1.0,1.0,2.5637191659191334,9.0,2.0,2.0,1.0,1.0,0.0,0,0.03982768175095838
6530,4.0,1.0,1.0,2.514581307060663,1.0,2.0,2.0,1.0,0.0,2.0,0,0.0656613656870838
8308,4.0,1.4555693291538019,0.0,2.619622365862956,4.0,2.0,2.0,0.0,1.0,1.0,1,0.9453229493568862
7230,3.0,2.0,0.0,2.520019331227018,8.0,2.0,1.0,0.0,1.0,1.0,1,0.9063308994546011
9235,4.0,0.51540308814518,0.51540308814518,2.463758618046776,9.0,2.0,1.0,0.0,0.0,3.0,1,0.9966847498493069
8765,5.0,0.0,1.0,2.6860653456466754,9.0,0.0,1.1220859954825784,0.0,1.0,1.0,1,0.9988045007032348
8710,5.0,0.27046199298518614,0.0,2.540310075211149,6.0,0.0,1.0,0.0,1.0,1.0,1,0.9938973122517426
6997,5.0,1.0,1.0,2.444897673102868,4.0,3.0,2.0,0.0,1.0,1.0,0,0.02732118968867999
4434,5.0,1.0,1.0,2.404313823748339,0.0,2.0,2.0,0.0,1.0,1.0,0,0.10358412175950482
1917,5.0,0.0,1.0,2.492824463854442,4.0,2.0,1.0,1.0,1.0,0.0,0,0.24929064285629424
1598,4.0,1.0,0.0,2.554431860990937,1.0,2.0,4.0,0.0,1.0,1.0,1,0.9958042391958997
4440,6.0,1.0,1.0,2.374572871755165,0.0,0.0,1.0,0.0,0.0,3.0,0,0.18084903123921228
4350,5.0,0.0,0.0,2.6375409724130505,3.0,3.0,1.0,0.0,1.0,1.0,1,0.8337198817204791
337,3.0,0.0,0.0,2.444897673102868,0.0,0.0,1.0,0.0,1.0,1.0,1,0.5834669500176701
10006,5.0,0.0,0.7346483053261973,2.4480365739427064,2.734648305326197,2.0,2.734648305326197,0.0,1.0,1.0,1,0.9755912244170072
10296,5.0,1.049580597164709,0.0,2.666070722297175,1.049580597164709,2.049580597164709,1.0,0.0,1.0,1.0,1,0.9924419969990078
8072,5.0,0.0,0.0,2.4650691104400995,6.0,0.0,1.2121250253765798,0.0,1.0,1.0,1,0.9820241532100293
7394,5.379151097142762,0.0,0.0,2.4415761944505134,8.379151097142762,2.0,1.0,1.0,0.0,2.0,1,0.855437053437651
9149,3.0998425457880234,0.0,0.0,2.5977003704893153,4.099842545788023,4.0,1.0,0.0,1.0,1.0,1,0.9905152529603874
3371,5.0,1.0,0.0,2.2683401851981295,10.0,2.0,1.0,0.0,0.0,3.0,0,0.0995158826385046
10861,4.399280791413523,0.0,1.0,2.5240581179717276,3.0,0.0,1.3992807914135232,0.0,1.0,1.0,1,0.9857855224943833
396,2.0,1.0,0.0,2.444897673102868,4.0,2.0,1.0,1.0,1.0,0.0,0,0.2051931905843981
7224,3.523359535089596,0.0,1.0,2.539752158421918,0.0,0.0,1.0,0.0,1.0,1.0,1,0.9989857189224278
1857,3.0,1.0,0.0,2.5637191659191334,6.0,2.0,1.0,1.0,1.0,0.0,0,0.7203074210703926
5014,6.0,1.0,0.0,2.469655202750048,9.0,2.0,2.0,0.0,1.0,1.0,0,0.18570461339639308
5098,3.0,2.0,1.0,2.404313823748339,3.0,0.0,1.0,1.0,0.0,2.0,0,0.12672319148957267
