,months_since_lead_gen,lead_gen_channel,Gender,Age,City,airline_loyalty_tier,no_of_family_members,is_6M_enquiry,is_3M_active,Status,Converted_y_N
2752,5.0,1.0,0.0,2.6375409724130505,3.0,2.0,1.0,0.0,1.0,1.0,1
1352,4.0,1.0,0.0,2.74333338063555,3.0,2.0,2.0,1.0,1.0,0.0,0
2532,5.0,0.0,0.0,2.6789736147665053,8.0,0.0,1.0,0.0,1.0,1.0,1
1292,4.0,0.0,0.0,2.5448880909648666,1.0,2.0,2.0,1.0,0.0,2.0,0
7182,4.0,0.3727373387383729,0.6272626612616271,2.4145810839341055,8.0,2.0,1.0,0.0,1.0,1.0,1
739,4.0,1.0,0.0,2.4574871831877636,3.0,2.0,1.0,1.0,0.0,2.0,0
1806,4.0,0.0,0.0,2.492824463854442,3.0,0.0,1.0,1.0,1.0,0.0,1
5342,5.0,2.0,0.0,2.307063035651694,5.0,0.0,2.0,0.0,1.0,1.0,1
1781,3.0,1.0,1.0,2.3587758197041415,9.0,2.0,2.0,1.0,1.0,0.0,0
5472,5.0,1.0,0.0,2.6375409724130505,8.0,2.0,2.0,1.0,1.0,0.0,0
10421,4.0,1.1555996584328523,0.1555996584328524,2.543072279178235,1.0,2.0,3.8444003415671477,0.0,1.0,1.0,1
7453,3.0,1.0,0.9482201548038461,2.522112943383546,5.0,2.0,3.0,0.0,1.0,1.0,1
9976,2.3197829928994445,0.0,1.0,2.421559314039344,7.6802170071005555,0.0,3.0,0.6802170071005554,1.0,0.31978299289944456,1
6409,4.0,2.0,0.0,2.469655202750048,9.0,0.0,2.0,0.0,1.0,1.0,0
5612,2.0,1.0,1.0,2.514581307060663,1.0,2.0,2.0,1.0,1.0,0.0,0
4825,4.0,2.0,0.0,2.4574871831877636,9.0,2.0,1.0,0.0,0.0,3.0,0
6932,6.0,1.0,1.0,2.3587758197041415,6.0,2.0,2.0,0.0,0.0,3.0,0
10986,3.0,2.0,0.0,2.3699593130195638,4.0,0.0,1.0,0.09321614917096455,0.0,2.9067838508290356,1
3486,4.0,0.0,1.0,2.307063035651694,1.0,4.0,1.0,1.0,1.0,0.0,0
6048,5.0,1.0,0.0,2.404313823748339,8.0,2.0,2.0,0.0,0.0,3.0,0
3990,3.0,1.0,0.0,2.2683401851981295,3.0,2.0,1.0,1.0,1.0,0.0,0
134,5.0,1.0,1.0,2.288176324422878,7.0,2.0,1.0,1.0,1.0,0.0,0
7503,4.087418934003866,0.0,1.0,2.52755239133223,0.08741893400386624,0.0,1.0,0.0,0.0,3.0,1
2884,3.0,1.0,1.0,2.514581307060663,0.0,2.0,2.0,0.0,1.0,1.0,0
6710,4.0,2.0,1.0,2.177482076665396,0.0,2.0,2.0,0.0,0.0,3.0,0
1056,5.0,1.0,0.0,2.469655202750048,1.0,0.0,2.0,1.0,1.0,0.0,0
1776,4.0,0.0,1.0,2.492824463854442,7.0,1.0,1.0,0.0,1.0,1.0,0
5395,3.0,1.0,1.0,2.3587758197041415,0.0,0.0,1.0,1.0,1.0,0.0,0
7222,4.0,0.0,0.0,2.5143173869401405,5.386916621568279,0.0,1.0,1.0,1.0,0.0,1
11031,2.1569532728072534,0.15695327280725335,1.0,2.530293505163288,6.0,0.0,1.0,0.0,0.0,3.0,1
628,5.0,0.0,0.0,2.590160680985161,5.0,4.0,1.0,0.0,1.0,1.0,1
676,3.0,1.0,0.0,2.5350746984524526,8.0,4.0,1.0,0.0,1.0,1.0,1
6786,3.0,0.0,0.0,2.404313823748339,3.0,0.0,2.0,1.0,1.0,0.0,0
10458,3.0,1.8434916856976005,1.0,2.4317281167573084,5.0,2.0,1.0,0.0,1.0,1.0,1
2228,5.0,1.0,1.0,2.4318593876580854,3.0,2.0,1.0,1.0,0.0,2.0,1
8916,4.0,0.0,0.0,2.488177468125799,3.0,0.0,1.8345004786478754,0.0,1.0,1.0,1
10671,4.0,2.0,0.0,2.546172990894706,1.0,1.0550158411869202,1.0,1.0,1.0,0.0,1
141,3.0,1.0,0.0,2.374572871755165,5.0,2.0,2.0,0.0,1.0,1.0,0
10866,2.0,0.5712300967012395,0.0,2.3540259679049043,1.0,2.5712300967012394,1.4287699032987606,0.0,0.0,3.0,1
2965,3.0,2.0,1.0,2.503869564022474,8.0,2.0,2.0,1.0,1.0,0.0,0
1032,4.0,1.0,0.0,2.524977524647276,6.0,2.0,2.0,0.0,1.0,1.0,0
5116,5.0,1.0,1.0,2.444897673102868,10.0,2.0,1.0,0.0,1.0,1.0,0
9454,4.0,0.0,0.94841078181474,2.6002465140784747,4.94841078181474,0.0,1.0,0.0,0.0,3.0,1
3545,4.0,1.0,1.0,2.492824463854442,7.0,2.0,1.0,1.0,0.0,2.0,0
3582,6.0,2.0,1.0,2.12324714601878,3.0,2.0,2.0,1.0,1.0,0.0,0
11006,3.0,0.0,0.0,2.6954265815227485,0.9881371760227744,2.0,1.0,1.0,1.0,0.0,1
8787,3.7301986493444486,1.0,0.0,2.4879588682016527,10.0,2.2698013506555514,3.0,0.0,1.0,1.0,1
9709,4.0,0.0,1.0,2.50925622824872,0.7552457973121649,2.244754202687835,1.0,0.0,1.0,1.0,1
1181,5.0,1.0,0.0,2.307063035651694,6.0,2.0,2.0,1.0,1.0,0.0,0
8099,4.0,0.0,1.0,2.490660634653741,2.411442525106449,0.0,1.0,0.0,1.0,1.0,1
8201,5.0,0.9186926263147421,0.0,2.5829518450463174,5.0,1.9186926263147421,1.0,0.0,1.0,1.0,1
7066,3.9188491810033117,1.9188491810033117,0.0,2.3099222678240103,8.0,0.0,1.0811508189966883,1.0,1.0,0.0,1
8727,3.9309396083436012,0.9309396083436013,1.0,2.5834386037077612,7.930939608343602,4.0,1.0,1.0,0.0,2.0,1
320,4.0,0.0,0.0,2.6224819363729917,6.0,0.0,1.0,0.0,1.0,1.0,1
6043,4.0,1.0,1.0,2.514581307060663,9.0,2.0,1.0,1.0,0.0,2.0,0
2863,4.0,1.0,1.0,2.374572871755165,10.0,1.0,1.0,0.0,0.0,3.0,0
54,4.0,2.0,0.0,2.5637191659191334,3.0,2.0,2.0,1.0,0.0,2.0,0
102,4.0,2.0,1.0,2.3587758197041415,0.0,2.0,2.0,0.0,1.0,1.0,0
119,6.0,1.0,1.0,2.4318593876580854,3.0,2.0,1.0,0.0,1.0,1.0,0
2808,4.0,1.0,0.0,2.524977524647276,1.0,2.0,4.0,0.0,0.0,3.0,1
1821,4.0,2.0,1.0,2.481426676229533,1.0,2.0,3.0,0.0,1.0,1.0,1
1613,3.0,2.0,1.0,2.6224819363729917,6.0,2.0,2.0,1.0,0.0,2.0,0
8464,5.501951636138142,1.0,1.0,2.644714053939863,9.498048363861857,2.0,1.0,0.0,1.0,1.0,1
9897,3.35216168382689,0.0,1.0,2.514581307060663,7.35216168382689,0.0,1.0,0.0,0.0,3.0,1
3019,3.0,1.0,1.0,2.524977524647276,1.0,2.0,2.0,1.0,1.0,0.0,0
4504,3.0,2.0,1.0,2.404313823748339,0.0,2.0,1.0,0.0,0.0,3.0,0
5771,3.0,1.0,0.0,2.4574871831877636,7.0,2.0,2.0,0.0,1.0,1.0,0
5664,4.0,2.0,1.0,2.492824463854442,3.0,2.0,1.0,1.0,1.0,0.0,0
7450,3.8149509244830715,0.0,0.0,2.3814722473155245,8.814950924483071,2.0,1.0,0.0,0.0,3.0,1
3278,5.0,1.0,1.0,2.4574871831877636,4.0,2.0,2.0,1.0,1.0,0.0,0
4560,4.0,0.0,0.0,2.6300969078575585,6.0,4.0,2.0,1.0,1.0,0.0,0
5897,3.0,1.0,1.0,2.4183424053220275,0.0,2.0,2.0,0.0,1.0,1.0,0
4304,5.0,1.0,1.0,2.732566676514827,8.0,2.0,1.0,1.0,1.0,0.0,0
9740,4.0,2.0,0.0,2.4863949349949697,1.0,2.0,1.0,0.0,1.0,1.0,1
2972,4.0,1.0,0.0,2.572762252517431,7.0,2.0,1.0,1.0,1.0,0.0,1
5660,4.0,0.0,1.0,2.4183424053220275,6.0,2.0,2.0,0.0,1.0,1.0,0
3773,3.0,1.0,1.0,2.514581307060663,6.0,2.0,2.0,0.0,1.0,1.0,0
6966,4.0,1.0,0.0,2.492824463854442,5.0,2.0,1.0,1.0,1.0,0.0,0
371,4.0,1.0,0.0,2.469655202750048,5.0,2.0,2.0,0.0,1.0,1.0,0
2527,4.0,1.0,1.0,2.3587758197041415,10.0,2.0,1.0,1.0,1.0,0.0,0
2757,6.0,0.0,1.0,2.554431860990937,0.0,2.0,1.0,0.0,0.0,3.0,1
6636,4.0,2.0,1.0,2.6448209702670016,8.0,2.0,1.0,1.0,1.0,0.0,0
455,4.0,0.0,0.0,2.5350746984524526,10.0,2.0,1.0,1.0,0.0,2.0,1
2986,5.0,1.0,1.0,2.514581307060663,1.0,2.0,2.0,0.0,1.0,1.0,0
417,3.0,0.0,0.0,2.342296594692339,0.0,4.0,2.0,1.0,1.0,0.0,0
5825,5.0,1.0,0.0,2.404313823748339,1.0,2.0,1.0,0.0,1.0,1.0,1
5046,6.0,2.0,0.0,2.503869564022474,9.0,2.0,1.0,1.0,0.0,2.0,1
6358,4.0,0.0,0.0,2.7270409433711076,4.0,2.0,3.0,0.0,0.0,3.0,1
4287,4.0,0.0,0.0,2.5637191659191334,4.0,0.0,1.0,1.0,1.0,0.0,1
9007,4.0,0.0,1.0,2.5222706074576653,8.532640315540572,0.0,1.0,0.0,1.0,1.0,1
6396,2.0,1.0,1.0,2.4318593876580854,0.0,2.0,2.0,0.0,0.0,3.0,0
3242,2.0,0.0,1.0,2.524977524647276,5.0,4.0,1.0,1.0,0.0,2.0,0
5256,4.0,0.0,1.0,2.342296594692339,3.0,0.0,1.0,1.0,1.0,0.0,0
3462,3.0,0.0,0.0,2.65891420651245,3.0,2.0,4.0,0.0,1.0,1.0,1
6526,4.0,2.0,0.0,2.3250797444737543,8.0,2.0,2.0,0.0,0.0,3.0,0
6938,5.0,0.0,0.0,2.444897673102868,9.0,0.0,2.0,1.0,1.0,0.0,0
4432,3.0,0.0,1.0,2.5448880909648666,10.0,3.0,1.0,1.0,1.0,0.0,0
8199,4.0,0.0,0.17579780675984746,2.557545396317058,8.0,0.0,1.0,0.0,1.0,1.0,1
6155,5.0,0.0,0.0,2.524977524647276,7.0,2.0,1.0,0.0,1.0,1.0,0
10616,5.0,2.0,0.0,2.565732463901294,8.0,2.0,1.0,0.0,1.0,1.0,1
6376,4.0,0.0,1.0,2.404313823748339,4.0,0.0,1.0,1.0,1.0,0.0,0
3108,3.0,1.0,1.0,2.503869564022474,3.0,4.0,1.0,0.0,1.0,1.0,0
3057,3.0,1.0,0.0,2.444897673102868,1.0,2.0,2.0,1.0,0.0,2.0,0
944,3.0,1.0,0.0,2.503869564022474,1.0,3.0,1.0,0.0,1.0,1.0,1
7297,3.0,1.0,1.0,2.6534823823933062,9.22078075045885,1.7792192495411494,1.0,0.0,1.0,1.0,1
5054,4.0,2.0,1.0,2.481426676229533,5.0,2.0,2.0,1.0,1.0,0.0,0
4394,4.0,0.0,0.0,2.3250797444737543,3.0,2.0,2.0,0.0,1.0,1.0,0
5080,3.0,2.0,0.0,2.481426676229533,5.0,2.0,2.0,0.0,1.0,1.0,0
1990,5.0,1.0,1.0,2.307063035651694,9.0,1.0,1.0,1.0,0.0,2.0,0
1975,5.0,2.0,1.0,2.481426676229533,3.0,2.0,1.0,1.0,0.0,2.0,0
6959,4.0,2.0,0.0,2.288176324422878,3.0,2.0,3.0,0.0,1.0,1.0,1
4407,4.0,1.0,0.0,2.374572871755165,8.0,2.0,1.0,0.0,0.0,3.0,0
5123,4.0,1.0,1.0,2.444897673102868,9.0,2.0,1.0,1.0,0.0,2.0,0
2488,2.0,0.0,1.0,2.342296594692339,8.0,0.0,3.0,1.0,1.0,0.0,1
3026,3.0,1.0,0.0,2.404313823748339,1.0,2.0,1.0,1.0,1.0,0.0,0
10500,4.0,1.0,0.0,2.504132253593053,10.0,2.003044224942561,3.003044224942561,0.003044224942561069,0.9969557750574389,1.003044224942561,1
10908,5.0,0.0,0.0,2.4753019096112387,10.0,4.0,1.0,1.0,1.0,0.0,1
7742,3.0,1.0,0.0,2.5651051258805646,8.131608838198684,2.0,1.0,1.0,1.0,0.0,1
6580,4.0,1.0,0.0,2.404313823748339,6.0,2.0,1.0,1.0,0.0,2.0,0
6205,3.0,1.0,0.0,2.307063035651694,9.0,4.0,1.0,0.0,0.0,3.0,0
152,4.0,1.0,0.0,2.2683401851981295,3.0,2.0,1.0,1.0,1.0,0.0,1
9588,4.285070158838598,0.0,1.0,2.5401716931754224,0.28507015883859876,4.0,4.0,0.7149298411614012,0.28507015883859876,1.7149298411614011,1
297,4.0,2.0,1.0,2.514581307060663,1.0,0.0,2.0,0.0,0.0,3.0,0
1908,5.0,1.0,1.0,2.389737358340596,4.0,4.0,3.0,1.0,1.0,0.0,1
482,4.0,1.0,0.0,2.177482076665396,5.0,2.0,2.0,1.0,0.0,2.0,0
8446,3.0,1.0,1.0,2.578442742281237,8.0,2.0,1.0,0.28886959135307255,0.0,2.7111304086469277,1
747,4.0,1.0,1.0,2.389737358340596,10.0,1.0,1.0,1.0,1.0,0.0,0
367,3.0,0.0,1.0,2.288176324422878,9.0,2.0,2.0,0.0,1.0,1.0,0
4998,3.0,2.0,0.0,2.514581307060663,5.0,2.0,1.0,0.0,0.0,3.0,0
4802,4.0,1.0,1.0,2.481426676229533,7.0,4.0,1.0,1.0,0.0,2.0,0
7212,4.0,1.0,1.0,2.4650712593957,5.252981256829812,1.7470187431701887,1.0,0.0,0.0,3.0,1
7421,3.0,0.0,1.0,2.5828011163452826,3.0,1.7520477692969725,3.0,1.0,0.0,2.0,1
1303,3.0,2.0,1.0,2.5350746984524526,10.0,2.0,2.0,1.0,1.0,0.0,0
5319,5.0,2.0,1.0,2.444897673102868,3.0,2.0,1.0,1.0,1.0,0.0,0
1755,3.0,1.0,1.0,2.4318593876580854,2.0,2.0,1.0,1.0,0.0,2.0,0
356,3.0,0.0,0.0,2.4183424053220275,2.0,4.0,1.0,1.0,1.0,0.0,0
1171,3.0,1.0,0.0,2.514581307060663,0.0,2.0,1.0,0.0,1.0,1.0,0
9995,3.0,0.0,0.2870842995052073,2.533473218663461,6.0,0.0,1.0,1.0,1.0,0.0,1
1662,5.0,0.0,0.0,2.4318593876580854,6.0,4.0,1.0,1.0,1.0,0.0,0
3342,4.0,2.0,0.0,2.389737358340596,8.0,2.0,2.0,1.0,0.0,2.0,0
9410,3.0,2.0,1.0,2.463935271371712,0.16826909476275487,4.0,1.0,0.0,1.0,1.0,1
8941,5.0,0.576954222816301,0.0,2.464507573457535,8.576954222816301,2.0,1.0,1.0,1.0,0.0,1
1912,3.0,1.0,0.0,2.5637191659191334,2.0,0.0,2.0,0.0,1.0,1.0,0
6625,5.0,1.0,0.0,2.404313823748339,9.0,2.0,2.0,1.0,1.0,0.0,0
4694,4.0,1.0,0.0,2.481426676229533,4.0,2.0,2.0,0.0,0.0,3.0,0
527,6.0,1.0,1.0,2.342296594692339,8.0,2.0,2.0,1.0,1.0,0.0,0
8063,5.0,1.0,0.0,2.607721891279442,6.126847606514453,2.126847606514453,1.0,1.0,1.0,0.0,1
823,6.0,1.0,1.0,2.7098562843617664,5.0,2.0,2.0,1.0,0.0,2.0,0
3536,4.0,0.0,1.0,2.5637191659191334,4.0,0.0,2.0,1.0,1.0,0.0,0
785,5.0,0.0,0.0,2.469655202750048,0.0,2.0,1.0,0.0,0.0,3.0,1
2813,4.0,1.0,1.0,2.514581307060663,4.0,2.0,3.0,0.0,0.0,3.0,0
3141,4.0,0.0,1.0,2.5350746984524526,10.0,0.0,2.0,0.0,1.0,1.0,0
5553,4.0,1.0,0.0,2.7830001641318494,5.0,2.0,2.0,1.0,1.0,0.0,0
6836,6.0,0.0,1.0,2.4574871831877636,5.0,2.0,2.0,0.0,1.0,1.0,0
8187,4.0,1.0,0.0,2.539298775371784,8.112081482179736,2.0,2.887918517820263,1.0,0.0,2.0,1
9374,4.763891902052709,1.0,1.0,2.6243497164058494,3.0,2.0,1.0,1.0,1.0,0.0,1
6241,5.0,1.0,0.0,2.737996495258342,7.0,2.0,2.0,1.0,1.0,0.0,0
9613,3.0,1.0,1.0,2.6369574916452305,2.5124168725501614,2.0,2.4875831274498386,0.0,1.0,1.0,1
1994,5.0,0.0,1.0,2.524977524647276,8.0,1.0,2.0,0.0,1.0,1.0,0
7496,6.0,0.0,0.0,2.524602624622463,0.0,0.0,1.0,0.13005869237853418,1.0,0.8699413076214658,1
4982,4.0,2.0,0.0,2.6375409724130505,6.0,4.0,1.0,1.0,0.0,2.0,0
7812,5.38283547622264,0.6171645237773602,1.0,2.5593701842824057,0.0,4.0,1.0,0.0,1.0,1.0,1
6778,4.0,2.0,0.0,2.524977524647276,6.0,4.0,1.0,1.0,1.0,0.0,0
1671,3.0,2.0,0.0,2.469655202750048,7.0,2.0,2.0,0.0,0.0,3.0,0
10356,5.235004902546326,0.0,0.23500490254632567,2.466089716157065,7.764995097453674,0.0,2.2350049025463257,0.0,1.0,1.0,1
9489,5.63632218597572,0.0,0.0,2.506011140436169,0.0,4.0,1.0,0.0,1.0,1.0,1
6104,4.0,1.0,0.0,2.389737358340596,9.0,3.0,1.0,0.0,1.0,1.0,1
2345,5.0,1.0,0.0,2.481426676229533,1.0,4.0,2.0,1.0,1.0,0.0,1
3565,5.0,2.0,0.0,2.3587758197041415,9.0,2.0,1.0,0.0,0.0,3.0,0
6628,3.0,1.0,1.0,2.4574871831877636,1.0,2.0,2.0,1.0,1.0,0.0,0
7050,2.741291969372455,1.7412919693724551,1.0,2.6067097709889424,0.7412919693724552,0.0,1.0,0.0,0.0,3.0,1
10522,3.0,1.0,1.0,2.636959073804819,5.698072437596932,2.0,3.0,0.0,1.0,1.0,1
8303,1.9465923037843118,1.0,0.9465923037843117,2.5549278745512045,9.0,2.0,1.0,0.0,1.0,1.0,1
1190,6.0,1.0,1.0,2.4318593876580854,1.0,2.0,1.0,1.0,1.0,0.0,0
594,3.0,1.0,0.0,2.4574871831877636,6.0,2.0,1.0,0.0,1.0,1.0,0
4576,3.0,0.0,0.0,2.481426676229533,8.0,2.0,1.0,0.0,0.0,3.0,1
10414,5.0,1.4819382341268588,0.5180617658731412,2.5673198765158185,10.0,2.0,2.5180617658731412,0.0,1.0,1.0,1
5429,6.0,1.0,1.0,2.4318593876580854,9.0,2.0,2.0,0.0,0.0,3.0,0
1141,4.0,0.0,0.0,2.758814305510017,6.0,2.0,2.0,1.0,0.0,2.0,0
5989,5.0,0.0,1.0,2.444897673102868,4.0,4.0,1.0,0.0,0.0,3.0,0
243,4.0,1.0,0.0,2.3250797444737543,0.0,2.0,2.0,0.0,0.0,3.0,0
8260,3.636924934211353,0.6369249342113532,0.6369249342113532,2.5694789332558217,4.0,2.0,1.0,1.0,0.0,2.0,1
6154,4.0,1.0,0.0,2.481426676229533,9.0,2.0,1.0,0.0,0.0,3.0,1
9845,3.9431127687860266,0.0,0.0,2.544329834236019,3.9431127687860266,4.0,1.0,0.9431127687860265,0.0,2.0568872312139734,1
9927,3.9529159411536794,1.0470840588463206,1.0,2.5196617066407594,1.0,4.0,1.0,0.0,1.0,1.0,1
223,5.0,0.0,1.0,2.202163620820217,8.0,4.0,2.0,0.0,1.0,1.0,0
7323,4.0,0.0,0.0,2.626858368240344,3.0,0.0,1.4252858495633225,1.0,1.0,0.0,1
1704,5.0,2.0,1.0,2.5350746984524526,3.0,2.0,1.0,0.0,0.0,3.0,0
5084,3.0,1.0,1.0,2.3587758197041415,2.0,2.0,2.0,1.0,0.0,2.0,0
9076,3.0,0.3690146560816365,1.0,2.6621150430584333,0.0,2.0,1.0,0.0,0.0,3.0,1
4745,5.0,2.0,0.0,2.5637191659191334,0.0,2.0,1.0,0.0,0.0,3.0,1
7575,4.0,1.4782603909054224,0.0,2.5803709887004835,6.0,2.0,4.0,0.0,1.0,1.0,1
7599,4.0,0.39033295244228006,0.0,2.5953802391567824,3.60966704755772,2.0,3.0,0.0,0.0,3.0,1
8038,4.0,0.0,0.0,2.486999306965018,3.0,0.0,1.0,1.0,1.0,0.0,1
4957,3.0,1.0,1.0,2.6916865147824085,8.0,2.0,2.0,1.0,1.0,0.0,0
8450,4.26931967426399,1.0,0.0,2.4957991266339095,7.0,2.0,2.0,0.0,1.0,1.0,1
10404,2.354825153852663,0.0,0.6451748461473368,2.5622561776157973,5.645174846147337,0.0,2.645174846147337,0.0,1.0,1.0,1
8839,4.0,2.0,0.9346917597446509,2.413375987251011,4.0,2.0,1.0,0.0,1.0,1.0,1
5125,5.0,1.0,0.0,2.5637191659191334,1.0,2.0,1.0,1.0,1.0,0.0,0
2245,4.0,0.0,1.0,2.3250797444737543,1.0,4.0,2.0,0.0,1.0,1.0,0
6128,5.0,1.0,1.0,2.492824463854442,0.0,2.0,2.0,0.0,1.0,1.0,0
6508,3.0,2.0,1.0,2.5985366483993895,3.0,2.0,2.0,0.0,1.0,1.0,0
3965,4.0,0.0,0.0,2.572762252517431,10.0,0.0,2.0,0.0,1.0,1.0,1
548,6.0,1.0,0.0,2.481426676229533,8.0,4.0,1.0,1.0,1.0,0.0,0
3383,4.0,2.0,1.0,2.65891420651245,9.0,2.0,2.0,1.0,0.0,2.0,0
1260,5.0,0.0,0.0,2.288176324422878,0.0,2.0,2.0,0.0,1.0,1.0,0
9451,5.0,0.0,1.0,2.554431860990937,5.0,0.0,1.0,0.9169329476678111,1.0,0.08306705233218892,1
3719,4.0,1.0,1.0,2.4574871831877636,5.0,4.0,2.0,0.0,1.0,1.0,0
1479,2.0,2.0,1.0,2.444897673102868,5.0,0.0,1.0,1.0,1.0,0.0,0
4769,4.0,2.0,0.0,2.3250797444737543,10.0,2.0,2.0,1.0,1.0,0.0,0
416,5.0,1.0,1.0,2.6146887965165875,2.0,2.0,1.0,0.0,1.0,1.0,1
10477,4.0,1.3840620378122563,1.0,2.5657222449938692,4.384062037812257,2.0,1.0,1.0,0.0,2.0,1
1307,5.0,0.0,1.0,2.4574871831877636,9.0,2.0,2.0,1.0,1.0,0.0,0
6960,5.0,0.0,1.0,2.481426676229533,10.0,0.0,2.0,1.0,1.0,0.0,0
5757,5.0,2.0,1.0,2.5448880909648666,10.0,2.0,1.0,1.0,0.0,2.0,0
5273,5.0,1.0,0.0,2.503869564022474,0.0,4.0,1.0,1.0,1.0,0.0,0
2357,4.0,1.0,1.0,2.469655202750048,4.0,2.0,2.0,0.0,1.0,1.0,0
4912,4.0,0.0,1.0,2.4183424053220275,1.0,0.0,1.0,0.0,1.0,1.0,0
10692,5.0,1.0,1.0,2.510349349215253,9.0,2.1276430392775296,1.0,0.0,1.0,1.0,1
7830,3.305264257170009,1.0,0.0,2.5485228111477074,6.0,2.0,1.0,1.0,0.0,2.0,1
4597,3.0,2.0,0.0,2.5350746984524526,3.0,2.0,2.0,0.0,1.0,1.0,0
667,2.0,1.0,0.0,2.3250797444737543,5.0,2.0,2.0,0.0,1.0,1.0,0
3859,3.0,2.0,0.0,2.2683401851981295,4.0,3.0,1.0,1.0,0.0,2.0,0
1358,6.0,2.0,0.0,2.2683401851981295,6.0,2.0,1.0,0.0,0.0,3.0,0
6948,5.0,2.0,1.0,2.6224819363729917,1.0,0.0,2.0,0.0,0.0,3.0,0
6799,4.0,2.0,1.0,2.514581307060663,10.0,2.0,1.0,1.0,0.0,2.0,0
1300,5.0,1.0,0.0,2.503869564022474,3.0,2.0,2.0,1.0,1.0,0.0,0
260,2.0,0.0,0.0,2.2683401851981295,1.0,2.0,2.0,0.0,0.0,3.0,1
4601,6.0,1.0,1.0,2.503869564022474,8.0,2.0,1.0,0.0,1.0,1.0,0
10855,4.0,0.0,0.0,2.4828005437663,8.0,0.0,1.0,1.0,1.0,0.0,1
7052,3.0,1.0,0.0,2.3937943891866635,5.354757225983734,1.0,1.0,1.0,1.0,0.0,1
3919,3.0,2.0,0.0,2.492824463854442,9.0,2.0,1.0,0.0,0.0,3.0,1
5328,4.0,1.0,1.0,2.4318593876580854,10.0,2.0,2.0,1.0,1.0,0.0,0
1538,4.0,1.0,0.0,2.5815725377636167,10.0,2.0,2.0,0.0,1.0,1.0,0
11103,4.759671123163409,2.0,1.0,2.5696577633882116,6.0,2.0,1.0,0.0,1.0,1.0,1
7472,5.0,0.09290753908154192,1.0,2.5230164359705958,2.907092460918458,2.0,1.907092460918458,0.0,1.0,1.0,1
10952,2.0,0.0,1.0,2.59562687638097,8.333964149151688,4.0,1.0,0.0,1.0,1.0,1
1383,3.0,0.0,1.0,2.524977524647276,10.0,4.0,2.0,1.0,1.0,0.0,0
2141,4.0,0.0,1.0,2.5448880909648666,4.0,0.0,2.0,1.0,1.0,0.0,1
2317,5.0,1.0,0.0,2.3587758197041415,9.0,2.0,2.0,1.0,1.0,0.0,0
8365,4.0,1.0,1.0,2.60480405062895,9.0,2.6333311684507192,1.0,0.0,1.0,1.0,1
4610,4.0,1.0,0.0,2.4318593876580854,6.0,2.0,2.0,0.0,1.0,1.0,0
2219,4.0,0.0,1.0,2.572762252517431,1.0,0.0,2.0,0.0,0.0,3.0,0
5467,5.0,1.0,1.0,2.288176324422878,4.0,1.0,2.0,0.0,1.0,1.0,0
4911,2.0,2.0,0.0,2.389737358340596,6.0,0.0,1.0,0.0,0.0,3.0,0
8579,5.1815068160526945,2.0,0.0,2.68952488933158,4.0,2.0,3.0,0.818493183947306,0.0,2.181506816052694,1
7098,4.0,1.3968484980067029,0.0,2.4318593876580854,8.396848498006703,2.0,1.0,0.0,1.0,1.0,1
8322,5.739434775216534,1.7394347752165338,0.0,2.387187999497346,10.0,3.0,3.0,0.0,1.0,1.0,1
6472,4.0,2.0,0.0,2.469655202750048,0.0,2.0,1.0,0.0,1.0,1.0,0
10045,4.0,1.9461161750115148,0.05388382498848521,2.572762252517431,9.0,2.0,1.0,0.0,1.0,1.0,1
10641,4.0,1.0,0.9863353486491467,2.524538164281679,5.0,2.0,1.0,0.0,0.0,3.0,1
644,5.0,0.0,1.0,2.65891420651245,6.0,0.0,1.0,1.0,0.0,2.0,1
3903,3.0,1.0,1.0,2.374572871755165,9.0,0.0,1.0,0.0,1.0,1.0,0
130,2.0,1.0,0.0,2.4318593876580854,1.0,2.0,1.0,0.0,0.0,3.0,0
5890,6.0,2.0,1.0,2.524977524647276,5.0,4.0,1.0,1.0,1.0,0.0,0
6790,4.0,2.0,0.0,2.492824463854442,1.0,2.0,2.0,0.0,1.0,1.0,1
10923,4.0,0.5133379079448387,0.5133379079448387,2.5046664829010696,0.0,0.4866620920551613,3.0,0.0,1.0,1.0,1
7090,2.103196701547934,2.0,0.0,2.5270322294172027,9.103196701547935,3.896803298452066,2.0,0.8968032984520657,1.0,0.10319670154793426,1
6748,5.0,2.0,0.0,2.4318593876580854,0.0,2.0,2.0,0.0,1.0,1.0,0
4915,3.0,1.0,0.0,2.492824463854442,4.0,0.0,1.0,0.0,1.0,1.0,0
7574,4.0,1.0,0.8390625166217479,2.5340857836299793,5.0,2.0,1.0,0.0,0.0,3.0,1
546,3.0,1.0,1.0,2.389737358340596,6.0,2.0,2.0,1.0,0.0,2.0,0
767,5.0,2.0,1.0,2.307063035651694,3.0,2.0,1.0,0.0,1.0,1.0,0
5347,6.0,1.0,0.0,2.404313823748339,4.0,2.0,1.0,0.0,1.0,1.0,0
5320,2.0,1.0,1.0,2.492824463854442,2.0,2.0,1.0,0.0,1.0,1.0,1
883,4.0,1.0,0.0,2.5637191659191334,6.0,2.0,2.0,0.0,0.0,3.0,0
7043,4.0,0.0,0.0,2.425156829568731,1.6093990578645276,1.6093990578645276,1.0,1.0,0.0,2.0,1
4634,5.0,1.0,1.0,2.288176324422878,0.0,2.0,2.0,1.0,0.0,2.0,0
